token,tag
রুশরা,PER
31407,NUM
এবিপি,ORG
চা লন্ডনের,PER
লেংটা,PER
ধীরাজ,OBJ
76945,NUM
সোনাগাছি,LOC
+৮৮০১৬১৭৯১০২৯৩,PHN
উত্তরে ইসলামপুর উপজেলা,LOC
ইয়েহুদা,LOC
প্লেজ,ORG
03:13:00,TIME
৪৫৯৩৪৩২৫,NUM
স্পেনসহ,LOC
সেভ,ORG
শান পাহাড়ে,LOC
২৪/৯/১৮৩৫,TIME
15:31:34,TIME
লাইফ,OBJ
৯-৮-১৮৯৯,TIME
4538,NUM
২৬-১-১৯২৪,TIME
রাজধানীতে,OBJ
সন্ত্রাসীদের,PER
নাজিমুদ্দিনের,PER
স্যাটেলাইট বেতার কোম্পানী,ORG
16:44:25,TIME
আত্মমর্যাদাহানির,OBJ
অ্যাভন উপত্যকায়,LOC
চর সেনসাস ইউনিয়ন,LOC
11:28:33,TIME
করলেন,OBJ
কর্তৃপক্ষেরও,PER
84979,NUM
10/07/2066,TIME
+8801611421207,PHN
প্রাথমিক স্কুল বিভাগ,ORG
চিন্তালোকে,OBJ
20587,NUM
লাঙ্গেনি,ORG
খিলজি,PER
কঠিনতম,OBJ
নাগোদ,LOC
ম্যাজেস্ট্রিসি,OBJ
+8801874428404,PHN
নিল্‌স,PER
মারিয়ান,PER
+৮৮০১৫৮৬৫৬৬৬৬৮,PHN
২২/২/১৮৯৭,TIME
নিম্ন,ORG
বিলাশপুর,LOC
+8801538306460,PHN
পাণিপ্রার্থীর,OBJ
তিস্তাসহ,LOC
4094,NUM
সময়কার,OBJ
বিহার শরিফ,LOC
87615,NUM
মলদোভা,LOC
ম্যুলার,PER
ভোটকেন্দ্রে,LOC
মোজাফফরগঞ্জ,LOC
ভেলার,OBJ
রাষ্ট্রপরিচালকদের,PER
19:54:37,TIME
২৩/১১/১৯২৫,TIME
বিদ্যুৎ চক্রবর্তী,PER
জালাতকো,PER
মোবাইল,OBJ
5565,NUM
নগরটির,LOC
সরু,OBJ
সানুদেশের উপত্যকায়,LOC
23:17:39,TIME
যন্ত্রসামগ্রী,OBJ
চড়ে,OBJ
৬১৭২৮১৪৫,NUM
হাওড়াতেই,LOC
সাতমোড়া,LOC
দেবীসিংহ,PER
এএফসি,ORG
ভুলিয়ে,OBJ
11:08:37,TIME
অলরেডরা,PER
বটমূলে,LOC
পার্টনারকে,OBJ
উত্তরবঙ্গগামী,LOC
+8801876353125,PHN
৭৭৫১৫৪,NUM
প্রত্যুষে,OBJ
সুয়ারেস,PER
বুরুজ,LOC
ভাইসরয়,PER
ইয়াংজি নদীর,LOC
নম্বর,LOC
উত্তর নাইজার,LOC
01:39:28,TIME
১০-৯-১৮৬৭,TIME
10/06/2078,TIME
10/08/1979,TIME
৭৭৮,NUM
48853,NUM
বোনাস,OBJ
বিদ্যালয়টির,LOC
বর্মনের,PER
ইন্ডাস্ট্রিতেই,ORG
বিশ্বযুদ্ধে,LOC
রায়গুণাকর ভারতচন্দ্র,PER
৩০-৬-১৮৪৩,TIME
পাহাড়েও,OBJ
18979,NUM
উইলহেলম সোলহিমের দ্বীপ,LOC
ভ্যান্ট,PER
99693,NUM
দৃষ্টিতে,OBJ
18:09:41,TIME
১৫৩৯,TIME
আইন ওয়াশিংটন ইউনিভার্সিটি,ORG
প্রডাকশন,OBJ
বিক্রির,ORG
মালেক,PER
মাস্টাইন,ORG
অসম,LOC
18:05:41,TIME
+8801589620805,PHN
69892,NUM
ছড়াতে,OBJ
29/11/2024,TIME
‘আইএনজিও,ORG
অংশগ্রহণকারী,OBJ
আসবাবের,OBJ
আনারকলি সেলিম,PER
20:37:23,TIME
রাথেডংয়ের,LOC
28206,NUM
ভিকটিমদের,OBJ
অ্যাস্ট্রোনমিক্যাল,ORG
৭/৪/১৮৬০,TIME
+8801423431265,PHN
চেয়ারম্যানের,OBJ
ক্লান্ত,OBJ
ইংলাল্যান্ড,LOC
+8801415242084,PHN
টেকনোলজিস্ট,PER
মরিচ্যাবিল বেসরকারি,ORG
হোাসেন,PER
ওতাগো ট্রাস্ট ব্যাংক,ORG
09:54:20,TIME
রিমোট,OBJ
আব্দুল হামিদকে,PER
বিনাকর্তনে,OBJ
পত্নীর,PER
23/04/2039,TIME
উপজেলায়,LOC
19621,NUM
১৯৭৫৬৬২১১,NUM
২৩-১২-১৮৫৮,TIME
85688,NUM
স্থানে,LOC
74687,NUM
হুমকি৷,OBJ
সিরিয়াসলি,OBJ
Rufus,PER
আগুয়েরোর,PER
তাঁর,ORG
গার্দিওলা,PER
এম আর খান সাহেব,PER
বিআইডিএস,ORG
রাজাক,PER
তারিকুজ্জামান,PER
মসুর তেল,OBJ
কারিগরী কলেজ স্কুল,ORG
তাহলেও,OBJ
+8801972663622,PHN
97080,NUM
৭৫৩৪৪৯২৩৬,NUM
গঙ্গারাম খাল,LOC
সোয়াত,LOC
প্রতিহত,OBJ
৮/২/২০১২,TIME
রাহা,OBJ
1995,NUM
ধুনট,LOC
৮,NUM
89142,NUM
+8801693760978,PHN
+8801679016570,PHN
এরদোয়ানকে,PER
কোনার্ড,PER
জঙ্গলের,LOC
01:24:49,TIME
পরীক্ষায়,OBJ
একমাত্র,OBJ
খায়ের,PER
+8801910688795,PHN
শরৎচন্দ্র,PER
31359,NUM
+৮৮০১৯১৮৮৯৯৭১৩,PHN
Užice,PER
ফ্রান্সিস্কো,LOC
+8801789479185,PHN
কৈলাসরা,PER
কুলদিপ,PER
৮৮৪৩,NUM
36872,NUM
নাসির মুহম্মদ গাজাকে,PER
16/07/1937,TIME
আঁতাত,OBJ
করিতেছিলেন,OBJ
+৮৮০১৬৮০৮৪৫৭০৪,PHN
ইচ্ছেটা,OBJ
পাটুলীপুত্র,LOC
ভাওয়াল,LOC
27488,NUM
08:22:49,TIME
বেড়া,PER
+8801740527179,PHN
কোপা,LOC
২৭/২/১৯৬০,TIME
+8801640735462,PHN
র্যাংকিংয়ে,LOC
ট্যাম্বো,PER
73355,NUM
খাগড়াছড়ি সরকারি প্রাথমিক বিদ্যালয়,ORG
থেওগ,LOC
17:59:37,TIME
নির্দেশের,OBJ
৮১৬৬৫৩,NUM
রাজাগঞ্জ,LOC
+8801903208538,PHN
কাসিম,PER
নৌসেনারা,OBJ
সেমিফাইনাল,OBJ
মাদ্রাসা টিল্যা কোরি,ORG
থুকিডাইসিসের,PER
44426,NUM
ফুলবাড়ীয়ার,LOC
হরি নদী,LOC
ওয়ালশ,PER
পটুয়াখালী পলিটেকনিক ইনস্টিটিউট,ORG
সাইমন,PER
বোরোচাষিদের,PER
তাড়াতে,OBJ
হুমকির,OBJ
+8801610091216,PHN
ক্রীড়া,PER
ভেটেরিনারি ক্লিনিক ব্যামাগার,ORG
সাজাচ্ছেন,OBJ
কমলাবরীয়া রোডে,LOC
ফেরাতে,OBJ
জোরও,OBJ
এইচএএল,ORG
মিনারের,OBJ
পূজা,OBJ
সার্কিট,OBJ
মোরশেদের,PER
২৮-১১-১৮০৯,TIME
+৮৮০১৬৭৫৮৬৮২৭২,PHN
আড্ডায়,OBJ
43576,NUM
ব্যবস্থাপকদের,PER
চাসকালসন,PER
অপচয়,OBJ
মদদদাতাগণও,OBJ
জানাযা,OBJ
বিবিএস,ORG
জুটল্যান্ডের,LOC
বিবেকানন্দও,PER
পালং,OBJ
বয়ড়া,LOC
15:08:20,TIME
বোধের,OBJ
এইসব,OBJ
শ্রফ রোহান,PER
বড়ইয়া,LOC
কিরন বিকাশ চাকমা,PER
হারানো,OBJ
নিউ দিল্লির,LOC
১১-৫-২০৯৩,TIME
হানাহ্‌,PER
দৈনন্দিন,OBJ
ভোগডাঙ্গা,LOC
+৮৮০১৩৪৭৭৮৪৯৪৭,PHN
গ্রিকরাই,LOC
+8801751931129,PHN
নোমান ইজাজ নোমান,PER
09:33:29,TIME
23/10/1997,TIME
লুসিয়া,LOC
18:58:42,TIME
রয়্যাল ইন্ডিয়ান নেভিতে,ORG
আলিয়া,ORG
+8801531611763,PHN
অফিসিয়ালরা,OBJ
ড্র,LOC
লিঙ্গুইস্টিক্‌স,ORG
মুহাম্মাদের,LOC
২৭১৪১৪৫,NUM
26/12/1939,TIME
57703,NUM
নাকচ,OBJ
পূর্ণবয়স্কের,PER
রূপা,PER
11/05/1956,TIME
নায়েবে,OBJ
আন্তরিকভাবে,OBJ
১২০টি,OBJ
মতানৈক্য,OBJ
মাত্রে,PER
এরশাদের,PER
+8801684938498,PHN
খাত্তাব,PER
ভিক্টোরিয়া ভারতসম্রাজ্ঞী,PER
আউটস্ট্যান্ডিং,OBJ
+8801794019433,PHN
গ্লোবাল,OBJ
গ্যাটিংকে,PER
+8801320230095,PHN
ধনিক,OBJ
৩৯৪২১৭২২৩,NUM
গিনেস বুক অব ওয়ার্ল্ডে,ORG
ফিস’,ORG
লিস্টি,OBJ
04/06/1950,TIME
09/08/1959,TIME
প্রোগা্রামের,OBJ
গিরিপুঞ্জ,LOC
05/10/1925,TIME
টাকায়,OBJ
+৮৮০১৯৪৭৪০৬০২৬,PHN
রিদম,PER
হাতির,PER
+৮৮০১৬৬৯৬১৬৪৮৩,PHN
জিঞ্জার,PER
মোহাম্মদ মুসলিম চৌধুরী,PER
ট্রাস্ট মাগুরা,PER
মেলবোর্নের ওয়েসলি কলেজে,ORG
পেপ্যাল,ORG
দরজা,OBJ
AjkerDeal,ORG
কমোরোস দ্বীপপুঞ্জ,LOC
কোট্টায়াম জেলার,LOC
শার্ল দি ব্রসি,PER
প্রযুক্তিসংবলিত,OBJ
27/04/2058,TIME
60652,NUM
তারাই,OBJ
ফার্মাসিউটিক্যাল,ORG
গঙ্গাখেদ,LOC
নজরকাড়া,OBJ
বিপিএলের,ORG
ডার্কনেস,PER
দুর্ঘটনা,OBJ
13:46:54,TIME
00:26:22,TIME
12/03/2041,TIME
দুর্ভোগে,OBJ
জনগনের,OBJ
বাণিজ্য,OBJ
43829,NUM
ভিনিসিয়াস,PER
67425,NUM
২০/৬/১৮৩৮,TIME
+8801353091720,PHN
+8801957768577,PHN
সংগঠকেরা,PER
8401,NUM
রায়ের,PER
৯/৩/১৯৫১,TIME
৩৫,NUM
মাধনগর,LOC
রিভলভারের,OBJ
সেন্ট্রাল রিজার্ভ পুলিশ,ORG
ইতনা,LOC
+৮৮০১৫৩০৫৩৪৪৩৪,PHN
সাদানী,PER
+৮৮০১৮০৩৬৯৯৫৩৩,PHN
ইউসিবি-বিসিবি,ORG
সিন্ডিকেটপিটার,ORG
জলের,OBJ
+৮৮০১৪০২৩৪১৩৯৫,PHN
মালয়েশিয়ার,PER
দুনিয়াকে,OBJ
২৪/১২/২০০৬,TIME
কিং,ORG
ভোঁপড়া,LOC
75239,NUM
অনেকদিন,TIME
মোবাইল মোজিলা,OBJ
ঋগ্বেদীয়রা,OBJ
+8801925228048,PHN
30420,NUM
18:46:59,TIME
আফতাবউদ্দিন,PER
রিভ়ার্‌,LOC
24223,NUM
+৮৮০১৯৮০৫৯১২৬১,PHN
61680,NUM
মশাররফুর,PER
রহঃ,PER
সোনাগাড়া,OBJ
খোঁড়া,OBJ
স্কুল,OBJ
23821,NUM
৩০-৭-১৯৬০,TIME
আশাবাদী,OBJ
আলেকজান্দ্রার,PER
সিদ্দিরগঞ্জ,LOC
19:52:59,TIME
পূর্বাঞ্চরে,LOC
শপগুলোয়,OBJ
বোর্ন,PER
জরুরিই,OBJ
শুকুরজান,PER
24/12/1915,TIME
03:16:46,TIME
06/12/1928,TIME
উদারপন্থীদেরও,PER
মেয়েসহ,PER
+8801375639813,PHN
কারাভোগের,OBJ
মাদ্রাসায়,ORG
রবার্ট শার্লিকে দূত,PER
+8801713307020,PHN
গণেশের,PER
+8801925132849,PHN
পেছাল,OBJ
৯-৫-১৮৫৪,TIME
21:33:34,TIME
22:33:59,TIME
৩১/৬/২০৯৭,TIME
নির্ভার,OBJ
ভাগেই,OBJ
বার্সেলোনার।’,ORG
জিনোসাইডের,OBJ
+8801519050417,PHN
৬,NUM
প্রাক্তন,ORG
ব্যয়,OBJ
জেনও,PER
১৪৬,NUM
+৮৮০১৮০৬১৪৭৭১৫,PHN
ডেভিলদের,PER
বিজ,OBJ
02:47:25,TIME
+৮৮০১৮৭৭৫৬২৬০৬,PHN
৪-৮-১৮৬৪,TIME
প্রাপ্তি,PER
৫-৮-২০৫৭,TIME
চিনিকল,OBJ
দেশ–বিদেশে,OBJ
+8801733203769,PHN
চলচ্চিত্র,LOC
তোরেসের,PER
হামাস,ORG
গং,ORG
+8801535585274,PHN
লয়েড শ্যাপলের,PER
+৮৮০১৫২৩৭১৭২১৭,PHN
তীরবর্তী,OBJ
00:51:57,TIME
+8801997230523,PHN
+8801605741779,PHN
সোহেবের,PER
16/07/1988,TIME
রক্তচাপে,OBJ
তাহিরপুর সদর,LOC
বাইহার,LOC
আবারো,OBJ
পাতারচর,LOC
৪,NUM
রেহমান,PER
আনুষ্কাসহ,PER
এনজিওর,ORG
দক্ষিণে মন্দিরের,LOC
প্রকৃতিবিদ,OBJ
মদক,LOC
+৮৮০১৮৯৫২৪৬৩১০,PHN
মরণোত্তর,OBJ
আব্দুর রহমান রমা,PER
সৃষ্টি,OBJ
গ্লাসিয়ার হ্রদ,LOC
বিশ্লেষকদের,PER
২৬,NUM
পশ্চিমে কর্ণফুলি নদী,LOC
+৮৮০১৬২০৯১৭৫২৩,PHN
25657,NUM
+৮৮০১৪৮৯৩৯২৭৫৭,PHN
২৭/১০/১৮২৮,TIME
11:29:53,TIME
লিটন শুভ,PER
অমূলক,OBJ
+8801432315031,PHN
+8801880538406,PHN
এন ই মাইলস,ORG
ছাত্রলীগ,PER
গাড়িতে,OBJ
ব্যাপারেই,OBJ
স্কোয়াবিন জেলার,LOC
খেলনাপাতি,OBJ
কিং জিয়ে,PER
ওভারে,OBJ
25/03/1953,TIME
জিপিএ,OBJ
ফিলব্রুক,ORG
তল্লাশী,OBJ
আইনজীবীদের,ORG
সহোদরের,PER
এমডি,PER
মুষ্টিমেয়,OBJ
18/02/2082,TIME
ইলেকট্রনিক যন্ত্র,OBJ
জেলাগুলো,OBJ
পুরকৌশল,OBJ
১৪১২১১১৪,NUM
১৩-৪-১৯৯২,TIME
রাহো,PER
দেশসেরা,PER
04/09/2085,TIME
পাঠাগারে,LOC
নিউইয়র্ককে,PER
গঙ্গা,LOC
পাহাড়ী উপজাতিরা,LOC
ড রওশন আরা খান,PER
মাইসোর এলাকার,LOC
ব্যাটসম্যানই,PER
প্রতিবেশীসুলভ,OBJ
+8801583630132,PHN
দিনমজুর,OBJ
এমিরেট্‌স,ORG
নর্থ সাউথ ইউনিভার্সিটিতে,ORG
ফিরতি,OBJ
+৮৮০১৬৩৭৮২৫২২১,PHN
২২/৯/২০১৮,TIME
মাকড়াইল,ORG
প্রফেসার,OBJ
মোর্শেদ বেজ,PER
গাঁধী,PER
+৮৮০১৮৬০৪৮৪৫৪৪,PHN
44353,NUM
ব্লগের,OBJ
পাইকারি,PER
মারকাজের,OBJ
লেভারকে,PER
+8801906670767,PHN
বন্দোপাধযায়,PER
শিক্ষাকে,OBJ
৯৩৩৪৩৫,NUM
মিস্ত্রীর,PER
26/08/1961,TIME
মোয়াজ্জেমপুর,LOC
দেরি,OBJ
জনস্বার্থ,OBJ
তাহিরকে,PER
দাবিকে,OBJ
পশ্চিমে রেলওয়ে স্টেশন,LOC
দামোদর নদে,LOC
10:23:31,TIME
12/02/1952,TIME
17/06/2064,TIME
45696,NUM
19903,NUM
১২৪২৪৮৮,NUM
কাঁসাসহ,OBJ
+8801305929841,PHN
ম্যাসাচুসেটস ইন্সটিটিউট অভ টেকনোলজির,ORG
উত্তরাধিকার,OBJ
৩৮৪২৯৫৪৭,NUM
ইস্রায়েলি বিমান,OBJ
অ্যাসোসিয়েশন অব টেলিভিশন,ORG
18:17:40,TIME
১,NUM
+8801391203505,PHN
কাঁঠালসহ,OBJ
কেসতেলমান,PER
ক্ষতিগ্রস্তদের,OBJ
+8801977867976,PHN
এভরিবডিস রুবি,PER
নীহাররঞ্জন রায়ের,PER
সিন্ধু নদের দেশ,LOC
আক্রমণাত্মক,PER
ভি,ORG
১৯-৯-১৯৩৩,TIME
05:33:57,TIME
তামাঙ্গ,PER
25/02/1947,TIME
প্রক্টরিয়াল,OBJ
বিক্রেতারা,OBJ
মাহমুদকে,PER
খন্ডের,OBJ
নন্দিগ্রাম,LOC
জুরাসিক,OBJ
20:07:53,TIME
